airline	organization
airport	place
answer	information
apartment	place
aquarium	place
article	information
bank-account	service
beach	place
body-of-water	landform
body-of-water	place
book	information
brewery	organization
brewery	place
bridge	place
brokerage-account	service
car	product
car	vehicle
cemetery	place
chapter	information
church	place
city	place
claim	information
code	information
collection	information
constituent-state	place
continent	landform
continent	place
conversation	information
country	place
course	information
credit-card	service
dataset	information
dentist	organization
dentist	place
diet	information
drawing	information
drug	product
drug	substance
embassy	place
episode	information
festival	event
florist	organization
florist	place
game	information
grocery-store	organization
grocery-store	place
guide	information
hospital	organization
hospital	place
hostel	organization
hostel	place
hotel	organization
hotel	place
house	place
landform	place
legislation	information
library	organization
library	place
manuscript	information
map	information
menu	information
message	information
mosque	place
motorcycle	product
motorcycle	vehicle
mountain	landform
mountain	place
museum	place
music-recording	information
newspaper	information
newspaper	series
operating-system	information
painting	information
park	place
patient	audience
patient	person
photograph	information
play	information
political-party	organization
question	information
quotation	information
recommendation	information
recommendation	review
report	article
report	information
reservoir	body-of-water
reservoir	landform
reservoir	place
residence	place
resort	organization
resort	place
restaurant	organization
restaurant	place
review	information
room	place
school	organization
school	place
sculpture	information
season	information
statement	information
suite	place
table	information
vehicle	product
vein	vessel
volcano	landform
volcano	place
waterfall	body-of-water
waterfall	landform
waterfall	place
web-page	information
web-site	information
