# kind	offset	note — candidate synsets for the space pack (Peter, 2026-09-03: geography, Earth, SPACE — only the uncontested, stable and certain; integrate with the existing space representations). The physics pack already holds WordNet's astronomy *topic* nouns (celestial-culmination, orbital-node, red-shift, meteoroid); this pack takes the cones: bodies, orbits, coordinates, spaceflight.
cone	06095022	astronomy (the science and its branches)
cone	09239740	celestial body (38)
cone	09444100	star (17)
cone	09394007	planet (6)
cone	09424270	natural satellite
cone	09355623	minor planet
cone	09277686	extraterrestrial object (comet, meteoroid)
synset	09208702	asteroid
synset	11483990	meteor
cone	09352849	meteorite
cone	08271042	galaxy
cone	09366940	nebula
synset	09402370	quasar
synset	09223177	black hole
synset	09439433	solar system
synset	08500989	interstellar space
synset	08501887	intergalactic space
synset	07408796	big bang
synset	14582220	dark matter
cone	08612049	orbit
cone	08520401	celestial point (23: nodes, apsides, equinoctial points, zenith)
synset	08521267	celestial sphere
synset	08565214	ecliptic
synset	08520190	celestial equator
synset	08685188	zodiac (the belt of sky)
cone	07368646	eclipse
synset	07415167	conjunction (astronomy)
cone	04676540	phase (astronomy: phases of the Moon)
synset	15283554	escape velocity
synset	08633191	right ascension
synset	08632894	declination
synset	13888783	hour angle
cone	15116724	cosmic time (sidereal time; the geography pack shares equinox and solstice)
synset	00816530	celestial navigation
cone	04137444	satellite (artificial, 12)
cone	04264914	spacecraft
synset	04266162	space station
synset	04265668	space probe
synset	04266014	space shuttle
synset	03638180	lander
synset	04264765	space capsule
synset	04266375	spacesuit
synset	09818022	astronaut
synset	00313502	spaceflight
synset	05900716	space program
synset	04099429	rocket (the vehicle; its missile hyponyms deliberately not taken)
synset	02872333	booster (rocket stage)
cone	04403638	telescope (18)
synset	03839671	observatory
synset	03956157	planetarium (the building)
synset	07002459	star chart
synset	02739248	armillary sphere
synset	04272782	spectrograph
synset	09819667	cosmologist
