# QID	depth	note — bounded P279 walks for the ai pack; every QID checked against its label 2026-09-03; instances (ChatGPT, Deep Blue, ELIZA, WordNet) deliberately excluded
Q11660	2	artificial-intelligence
Q2539	2	machine-learning
Q192776	2	artificial-neural-network
Q197536	1	deep-learning
Q184609	1	expert-system
Q3478658	1	knowledge-representation
Q30642	1	natural-language-processing
Q844240	1	computer-vision
Q830687	1	reinforcement-learning
Q334384	1	supervised-learning
Q1152135	1	unsupervised-learning
Q1744628	1	statistical-classification
Q1744627	1	classification-algorithm
Q622825	1	cluster-analysis
Q24953001	1	clustering-algorithm
Q16766476	0	decision-tree-learning
Q282453	0	support-vector-machine
Q115305900	1	large-language-model
Q5532625	1	generative-model
Q755673	1	search-algorithm
Q275603	1	logic-programming
Q28920209	1	logic-programming-language
Q593744	1	knowledge-base
Q54837	1	semantic-web
Q2631895	1	automated-planning
Q187787	0	genetic-algorithm
Q14489129	1	evolutionary-algorithm
Q1197129	1	evolutionary-computation
Q812540	1	bayesian-network
Q176769	0	hidden-markov-model
Q1142726	1	intelligent-agent
Q529909	0	multi-agent-system
Q170978	1	robotics
Q11012	1	automaton
Q189436	0	speech-recognition
Q554950	0	recommender-system
Q1036748	1	loss-function
Q1199743	1	gradient-descent
Q798503	0	backpropagation
Q331309	0	overfitting
Q2264109	0	artificial-general-intelligence
Q189223	0	turing-test
Q5514059	1	symbolic-ai
Q1045785	1	semantic-network
Q1417149	1	rule-based-system
Q1341685	0	inference-engine
Q431667	1	automated-theorem-proving
Q1128326	1	constraint-satisfaction-problem
Q79798	1	machine-translation
Q182557	1	computational-linguistics
Q378859	1	pattern-recognition
Q17084460	1	convolutional-neural-network
Q1457734	1	recurrent-neural-network
Q25104379	0	generative-adversarial-network
Q786435	1	autoencoder
Q114617315	0	diffusion-model
Q108941486	0	prompt-engineering
Q24882728	0	ai-alignment
Q40890078	0	explainable-ai
Q176789	1	markov-decision-process
Q2664563	0	q-learning
Q245652	1	ensemble-learning
Q245748	0	random-forest
Q466303	1	boosting-algorithm
Q1071612	0	k-nearest-neighbors
Q812530	0	naive-bayes-classifier
Q2679259	1	linear-classifier
Q690207	1	perceptron
Q4677469	1	activation-function
Q18395344	1	word-embedding
Q2438971	0	text-tokenization
Q816826	1	information-retrieval
Q1074173	0	question-answering
Q870780	1	chatbot
Q112702082	1	foundation-model
Q6027324	0	transfer-learning
Q77562367	0	self-supervised-learning
Q16000077	1	dimensionality-reduction
Q3560506	0	anomaly-detection
Q167555	0	optical-character-recognition
Q56933	1	image-segmentation
Q3045304	1	object-detection
Q33002955	1	knowledge-graph
Q1151406	0	case-based-reasoning
Q1559077	0	situation-calculus
Q4386060	1	cognitive-architecture
Q113512183	0	neuro-symbolic-ai
Q745101	0	content-addressable-memory
Q1407668	0	hopfield-network
Q1277874	0	hebbian-learning
Q1136838	0	self-organizing-map
Q194706	1	boltzmann-machine
Q9067355	0	spiking-neural-network
Q1981312	0	neuromorphic-engineering
Q1417790	0	minimum-description-length
Q1456811	0	kolmogorov-complexity
Q6031013	0	information-bottleneck
Q458526	0	pac-learning
Q7604400	0	statistical-learning-theory
Q17003119	0	bias-variance-tradeoff
Q7617819	0	stochastic-gradient-descent
Q65121812	0	learning-rate
Q55080248	0	batch-normalization
Q6673524	0	long-short-term-memory
Q3621696	1	language-model
Q25053937	0	neural-machine-translation
Q113940039	0	text-to-image-model
Q629498	0	genetic-programming
Q863960	1	swarm-intelligence
Q2072794	0	particle-swarm-optimization
Q460851	0	ant-colony-optimization
Q863783	0	simulated-annealing
Q277680	0	a-star-search
Q751319	0	minimax-rule
Q570496	0	alpha-beta-pruning
Q11785332	0	monte-carlo-tree-search
Q1377033	0	game-tree
Q2033871	1	state-space-search
Q1185775	0	frame-problem
Q1603203	0	commonsense-knowledge-base
Q5153664	0	commonsense-reasoning
Q826165	0	web-ontology-language
Q54872	0	resource-description-framework
Q1540472	1	knowledge-engineering
Q285997	0	dempster-shafer-theory
Q1055058	0	fuzzy-set
Q7201366	0	pddl
Q1753023	0	blackboard-system
Q147638	0	cognitive-science
Q8037925	0	computational-neuroscience
Q263847	1	artificial-life
Q189156	1	cellular-automaton
Q110688486	1	machine-learning-algorithm
Q1026626	0	feature-extraction
Q446488	0	feature-selection
Q2873	0	principal-component-analysis
Q1806885	1	latent-variable-model
Q3532085	1	topic-model
Q97311562	0	variational-autoencoder
Q85759291	0	energy-based-model
Q2260434	1	mixture-model
Q1275153	0	expectation-maximization
Q846780	0	kalman-filter
Q1151499	0	particle-filter
Q1496376	0	gaussian-process
Q620622	1	kernel-method
Q107750691	0	graph-neural-network
Q103701642	0	attention-mechanism
Q133284072	0	vector-embedding
Q118396004	0	vector-database
Q121362277	0	retrieval-augmented-generation
Q116291231	0	ai-safety
Q1566000	0	superintelligence
Q6723711	0	machine-ethics
Q543087	0	roboethics
Q116285085	1	autonomous-vehicle
Q1122588	0	computer-chess
Q1207836	0	computer-go
Q116777014	0	generative-pre-trained-transformer
Q1172284	1	dataset
