abdomen	phenomenon
abdomen	physical-object
abdomen	universe
aberration	event
aberration	luminosity
aberration	phenomenon
ability	attribute
ability	property
abortion	destruction
abortion	event
abortion	phenomenon
absence	event
absence	phenomenon
absorption	event
absorption	locating
absorption	phenomenon
absorption	visit
abuse	accomplishment
abuse	act
abuse	activity
abuse	communication
abuse	event
abuse	information
abuse	phenomenon
abuse	procedure
abuse	reaction.phenomenon
abuse	universe
abuse	volition
academic-degree	artifact
academic-degree	contract-condition
academic-degree	indication
academic-degree	information
academic-degree	line-of-text
academic-degree	phenomenon
academic-degree	physical-object
academic-degree	text
academic-degree	universe
academy	agent
academy	association
academy	collection
academy	group
academy	organization
academy	phenomenon
academy	team
academy	universe
access	attribute
access	normal
access	property
accident	event
accident	phenomenon
accomplishment	event
accomplishment	phenomenon
account	article
account	artifact
account	contract-condition
account	data-file
account	essay
account	indication
account	information
account	line-of-text
account	news
account	note
account	phenomenon
account	physical-object
account	text
account	universe
accretion	event
accretion	extension.time
accretion	increase
accretion	phenomenon
accusation	accomplishment
accusation	act
accusation	activity
accusation	affirmation
accusation	communication
accusation	event
accusation	information
accusation	phenomenon
accusation	procedure
accusation	universe
accusation	volition
ace	agent
ace	animal
ace	body
ace	human
ace	mammal
ace	organism
ace	person
ace	phenomenon
ace	physical-object
ace	populace
ace	self
ace	species
ace	universe
ace	vertebrate
acid	compound
acid	material
acid	phenomenon
acid	substance
acid	universe
acknowledgment	amateur
acknowledgment	ambiance
acknowledgment	attribute
acknowledgment	circumstance
acknowledgment	civilisation
acknowledgment	crowd
acknowledgment	custom
acknowledgment	danger
acknowledgment	expert
acknowledgment	freedom
acknowledgment	hero
acknowledgment	lap
acknowledgment	literature.communication
acknowledgment	normal
acknowledgment	point-of-view
acknowledgment	practice
acknowledgment	property
acknowledgment	society
acknowledgment	status
acknowledgment	tension
acknowledgment	way
acquaintance.person	attribute
acquaintance.person	property
acquaintanceship	accomplishment
acquaintanceship	act
acquaintanceship	activity
acquaintanceship	event
acquaintanceship	phenomenon
acquaintanceship	procedure
acquaintanceship	volition
acquisition	accomplishment
acquisition	act
acquisition	activity
acquisition	event
acquisition	phenomenon
acquisition	procedure
acquisition	volition
act	event
act	phenomenon
act-of-play	accomplishment
act-of-play	act
act-of-play	activity
act-of-play	communication
act-of-play	event
act-of-play	information
act-of-play	performing
act-of-play	phenomenon
act-of-play	procedure
act-of-play	stage-production
act-of-play	universe
act-of-play	volition
action	signified
activeness	attribute
activeness	property
activity	event
activity	phenomenon
ad	accomplishment
ad	act
ad	activity
ad	communication
ad	event
ad	information
ad	phenomenon
ad	procedure
ad	universe
ad	volition
adaptation	artifact
adaptation	contract-condition
adaptation	indication
adaptation	information
adaptation	line-of-text
adaptation	phenomenon
adaptation	physical-object
adaptation	text
adaptation	universe
addiction	attribute
addiction	property
addition	event
addition	locating
addition	phenomenon
addition	visit
address	artifact
address	development
address	phenomenon
address	place
address	universe
adeptness	attribute
adeptness	property
administrative-division	agent
administrative-division	association
administrative-division	collection
