abbey	organization
abbey	place
academy	organization
academy	place
academy	school
advertising	information
aircraft	vehicle
airline	organization
airplane	vehicle
airport	place
airship	vehicle
alliance	organization
altar	information
angel	information
anniversary	event
antibiotic	drug
antibiotic	substance
apartment	place
aquarium	place
aquifer	body-of-water
aquifer	landform
aquifer	place
archipelago	landform
archipelago	place
arena	place
army	organization
article	information
assembly-hall	place
athlete	person
atlas	information
atmosphere	substance
atoll	place
bakery	organization
bakery	place
balcony	place
ballet	information
bank	organization
bank	place
bar	organization
bar	place
baron	person
barrier-island	landform
barrier-island	place
basement	place
battle	event
battlefield	place
bay	body-of-water
bay	landform
bay	place
beach	place
bead	information
beer	substance
bicycle	vehicle
biome	place
birthday	event
bishop	person
board-game	game
board-game	information
board-of-directors	organization
boat	vehicle
body-of-water	landform
body-of-water	place
bog	body-of-water
bog	landform
bog	place
bomber	vehicle
book	information
bottled-water	substance
boulder	landform
boulder	place
bracelet	information
brewery	organization
brewery	place
bridge	place
buffet	event
building	place
bungalow	house
bungalow	place
burial	event
butte	landform
butte	place
cabaret	organization
cabaret	place
caldera	landform
caldera	place
canyon	landform
canyon	place
capital-city	city
capital-city	place
car	vehicle
carnival	event
carnival	festival
carriage	vehicle
cartoon	drawing
cartoon	information
castle	house
castle	place
cathedral	church
cathedral	place
cave	landform
cave	place
cay	landform
cay	place
cemetery	place
census	dataset
census	information
ceremony	event
chair	information
championship	event
chapter	information
charitable-organization	organization
chart	information
charter	information
chronicle	collection
chronicle	information
church	place
cider	substance
cirque	landform
cirque	place
city	place
cliff	landform
cliff	place
coastal-plain	landform
coastal-plain	place
coin	information
coin	sculpture
coin	service
collection	information
college	organization
colony	place
comedy	information
comet	place
comic-strip	information
committee	organization
company	organization
compiler	information
composer	person
computer-mouse	person
computer-program	information
computer-virus	information
computer-worm	information
concrete	place
confederation	organization
congress	event
conspiracy	organization
constellation	place
constituent-state	place
constitution	information
constitution	legislation
continent	landform
continent	place
contour-line	information
contract	information
cooperation	organization
coral-reef	landform
coral-reef	place
council	organization
country	place
course	information
court	organization
craft	occupation
credit-card	service
cross	information
cruise-ship	vehicle
currency	service
cushion	information
dairy	organization
dairy	place
dataset	information
decree	information
decree	legislation
deed	information
definition	information
deity	information
desert	place
diagram	information
diary	information
dictionary	information
distributary	body-of-water
distributary	landform
distributary	place
district	place
ditch	body-of-water
ditch	landform
ditch	place
document	information
doll	information
dormitory	place
drainage-basin	place
drama	information
drawing	information
drink	substance
drug	substance
duke	occupation
duke	person
dune	landform
dune	place
dwelling	place
ecoregion	place
election	event
embassy	place
empire	country
empire	organization
empire	place
engineer	person
episode	information
escarpment	landform
escarpment	place
esker	landform
esker	place
estuary	body-of-water
estuary	landform
estuary	place
exhibition	event
extract	substance
factory	organization
factory	place
fair	event
fairy	information
family	organization
farm	place
ferry	vehicle
festival	event
fiction	information
figurine	information
figurine	sculpture
fjord	body-of-water
fjord	landform
fjord	place
flag	information
floodplain	landform
floodplain	place
folding-screen	information
folklore	information
forest	place
fountain	information
fountain	place
funeral	event
furniture	information
galaxy	place
game	information
garden	place
gas	substance
gazebo	place
gazetteer	collection
gazetteer	dataset
gazetteer	information
geographic-coordinate-system	place
geographic-information-system	information
geological-formation	place
geyser	body-of-water
geyser	landform
geyser	place
ghost	information
giant	information
glacier	body-of-water
glacier	landform
glacier	place
glen	landform
glen	place
globe	information
globe	map
government	organization
governor	person
grave	place
grocery-store	organization
grocery-store	place
grotto	landform
grotto	place
gulch	landform
gulch	place
gulf	body-of-water
gulf	landform
gulf	place
gully	body-of-water
gully	landform
gully	place
guyot	landform
guyot	mountain
guyot	place
gym	place
habitat	place
hall	place
headquarters	place
helicopter	vehicle
highland	landform
highland	place
highway	place
hill	landform
hill	place
historian	person
holiday	event
home	house
home	place
hospital	organization
hospital	place
hostel	organization
hostel	place
hot-spring	body-of-water
hot-spring	landform
hot-spring	place
hotel	organization
hotel	place
house	place
human	person
