# kind	offset	note — candidate synsets for the economics pack: markets, finance, trading, investing, accounting, payments, contracts, logistics, crypto.
# Scope rule (Peter, 2026-09-03): only the universally accepted parts; no macroeconomics, no government-driven economics (tax, monetary policy); if in doubt, leave it out.
topic	06149484	economics (14)
topic	06150633	finance (4)
topic	05662532	accounting (7)
cone	01090446	commerce — transactions (176)
cone	13278375	payment, the sum (120)
cone	13275847	cost (246)
cone	13255145	income (52)
cone	13275495	expense (18)
cone	13384557	money (23)
synset	13385913	currency (the cone is national currencies — those are the registry's)
cone	13397174	debt (23)
cone	13398953	loan (13)
cone	13378518	credit (22)
cone	13416345	security / certificate (41)
cone	13417410	bond (22)
cone	13333833	stock (17)
cone	13285176	share (51)
cone	13241600	option (10)
cone	13344804	insurance (20)
cone	13354420	working capital (21)
synset	13353607	capital
cone	13358549	fund (16)
cone	13333237	investment (8)
cone	13408023	dividend
cone	13303315	price (12)
cone	13320168	fee (25)
cone	13295657	rent
cone	13279262	wage (11)
cone	13328357	depreciation (7)
cone	13405962	accounting system (15)
cone	13404248	ledger
cone	13354985	account statement
cone	06520944	contract (31)
cone	06529219	purchase order (9)
cone	06520222	receipt
cone	10309896	merchant (65)
cone	08057633	common carrier (18)
cone	01097292	market (9)
cone	08072837	securities market (5)
cone	03302487	exchange, the workplace (7)
cone	01093085	exchange, the act
cone	01091905	trade
cone	01117723	sale (14)
cone	00079018	purchase (6)
cone	01120448	payment, the act (13)
cone	00315986	transportation, the act (21)
cone	01105259	shipping, the enterprise (7)
cone	00317207	delivery of goods (6)
cone	03871083	package / parcel (10)
cone	13349395	surety (8)
cone	13352138	mortgage
cone	13929037	account, the business relationship (12)
