advanced-audio-coding	audio-file-format
advanced-video-coding	video-file-format
av1	video-file-format
avif	image-file-format
bmp-file-format	image-file-format
css	text-file-format
csv	text-file-format
eml-file-format	message-file-format
flac	audio-file-format
gif	image-file-format
heif	image-file-format
high-efficiency-video-coding	video-file-format
html	text-file-format
icalendar	text-file-format
jpeg	image-file-format
markdown	text-file-format
matroska	video-file-format
mp3	audio-file-format
mp4	video-file-format
opentype	font-file-format
opus-codec	audio-file-format
png	image-file-format
quicktime-file-format	video-file-format
rich-text-format	text-file-format
svg	image-file-format
tiff	image-file-format
truetype	font-file-format
turtle-syntax	text-file-format
vcard	text-file-format
vp9	video-file-format
webp	image-file-format
