abbey	organization
abbey	place
academy	organization
academy	place
academy	school
aircraft	product
aircraft	vehicle
airline	organization
airplane	product
airplane	vehicle
airport	place
alliance	organization
altar	information
altar	product
angel	information
anniversary	event
apartment	place
aquarium	place
arch	product
arena	place
army	organization
article	information
assembly-hall	place
athlete	person
atmosphere	substance
bag	product
balcony	place
ballet	information
bank	organization
bank	place
banner	product
bar	organization
bar	place
baron	person
basement	place
basket	product
battle	event
battlefield	place
bay	body-of-water
bay	landform
bay	place
beach	place
beer	product
beer	substance
bicycle	product
bicycle	vehicle
birthday	event
bishop	person
board-of-directors	organization
boat	product
boat	vehicle
body-of-water	landform
body-of-water	place
bomb	product
bomber	product
bomber	vehicle
book	information
bottle	product
bowl	product
box	product
bread	product
brewery	organization
brewery	place
bridge	place
bucket	product
buffet	event
building	place
bungalow	house
bungalow	place
burial	event
cabaret	organization
cabaret	place
cake	product
camera	product
capital-city	city
capital-city	place
car	product
car	vehicle
carnival	event
carnival	festival
carriage	product
carriage	vehicle
cartoon	drawing
cartoon	information
castle	house
castle	place
cathedral	church
cathedral	place
cave	landform
cave	place
ceiling	product
cemetery	place
census	dataset
census	information
ceremony	event
chair	information
chair	product
championship	event
chapter	information
charitable-organization	organization
chart	information
chart	product
charter	information
charter	product
cheese	product
chimney	product
chronicle	collection
chronicle	information
chronicle	product
church	place
city	place
cliff	landform
cliff	place
clock	product
clothing	product
coat	product
coffin	product
coin	information
coin	sculpture
coin	service
collection	information
college	organization
colony	place
column	product
comedy	information
comet	place
comic-strip	information
committee	organization
company	organization
composer	person
computer	product
computer-mouse	person
computer-mouse	product
computer-program	information
computer-program	product
computer-virus	information
computer-virus	product
computer-worm	information
computer-worm	product
concrete	place
concrete	product
confederation	organization
congress	event
conspiracy	organization
constellation	place
constituent-state	place
constitution	information
constitution	legislation
container	product
continent	landform
continent	place
contract	information
contract	product
cooperation	organization
costume	product
council	organization
country	place
course	information
court	organization
craft	occupation
credit-card	service
cross	information
cup	product
currency	service
curtain	product
cushion	information
dairy	organization
dairy	place
dataset	information
decree	information
decree	legislation
deed	information
deed	product
definition	information
deity	information
desert	place
dessert	product
diagram	information
diagram	product
dialogue	product
diamond	product
diary	information
diary	product
dictionary	information
dictionary	product
district	place
document	information
document	product
doll	information
doll	product
door	product
dormitory	place
drama	information
drawing	information
drink	product
drink	substance
drug	substance
drum	product
duke	occupation
duke	person
dwelling	place
election	event
elevator	product
embassy	place
empire	country
empire	organization
empire	place
engine	product
engineer	person
enzyme	protein
episode	information
exhibition	event
facade	product
factory	organization
factory	place
fair	event
fairy	information
family	organization
farm	place
ferry	product
ferry	vehicle
festival	event
fiber	product
fiction	information
finance	product
flag	information
flag	product
folklore	information
food	product
forest	place
fountain	information
fountain	place
fountain	product
funeral	event
fur	product
furniture	information
furniture	product
galaxy	place
game	information
garden	place
gas	substance
gate	product
ghost	information
giant	information
glacier	body-of-water
glacier	landform
glacier	place
glass	product
globe	information
globe	map
government	organization
governor	person
graphics	product
grave	place
grocery-store	organization
grocery-store	place
guitar	product
habitat	place
hall	place
hat	product
headquarters	place
helicopter	product
helicopter	vehicle
helmet	product
hill	landform
hill	place
historian	person
holiday	event
home	house
home	place
hospital	organization
hospital	place
hostel	organization
hostel	place
hotel	organization
hotel	place
house	place
human	person
ice-cream	product
illustration	information
ingredient	product
institution	organization
invention	event
island	landform
island	place
jacket	product
jar	product
journal	information
journal	product
kitchen	place
knife	product
label	information
lace	information
lace	product
land	place
land-vehicle	product
land-vehicle	vehicle
landform	place
language	product
lecture	event
legal-profession	occupation
legend	information
legislation	information
legislature	organization
library	organization
library	place
license	information
license	product
liquid	substance
locomotive	product
locomotive	vehicle
log-cabin	house
log-cabin	place
looting	event
lottery	game
lottery	information
loudspeaker	product
machine	product
magazine	information
magazine	organization
magazine	product
management	product
manuscript	information
map	information
marathon	event
marsh	body-of-water
marsh	landform
marsh	place
mask	product
material	product
maze	game
maze	information
meal	event
