kind	sub	sup	detail
single	cosmologist	research-worker	only wikidata
single	cosmology	cognition	only wordnet
single	cosmology	natural-science	only wordnet
single	cosmology	physics	only wordnet
single	cosmology	research	only wikidata
single	coude-telescope	astronomical-telescope	only wordnet
single	coude-telescope	instrument	only wordnet
single	coude-telescope	magnifier	only wordnet
single	coude-telescope	optical-telescope	only wordnet
single	coude-telescope	physical-object	only wordnet
single	coude-telescope	telescope	only wordnet
single	coude-telescope	vehicle-body	only sumo
single	cubesat	celestial-body	only wikidata
single	cubesat	spacecraft	only wikidata
single	dark-matter	celestial-body	only wikidata
single	dark-nebula	celestial-body	only wikidata
single	dark-nebula	place	only yago
single	daylight	solar-radiation	only opencyc
single	declination	attribute	only wordnet
single	declination	empty-space	only wordnet
single	declination	physical-object	only wordnet
single	declination	place	only wordnet
single	declination	quantity	only sumo
single	declination	shape	only wordnet
single	descending-node	physical-object	only wordnet
single	diffuse-nebula	process	only wordnet
single	dwarf-galaxy	celestial-body	only wikidata
single	dwarf-galaxy	place	only yago
single	earth-observation-satellite	celestial-body	only wikidata
single	earth-observation-satellite	place	only yago
single	earth-observation-satellite	spacecraft	only wikidata
single	earth-observation-satellite	vehicle	only yago
single	ecliptic	physical-object	only wordnet
single	elliptical-galaxy	celestial-body	only wikidata
single	elliptical-galaxy	place	only yago
single	emission-nebula	celestial-body	only wikidata
single	emission-nebula	place	only yago
single	equatorial-telescope	magnifier	only wordnet
single	equatorial-telescope	physical-object	only wordnet
single	equatorial-telescope	telescope	only wordnet
single	equatorial-telescope	vehicle-body	only sumo
single	equinoctial-point	physical-object	only wordnet
single	equinox	day	only sumo
single	equinox	event	only opencyc
single	equinox	quantity	only sumo
single	equinox	situation	only opencyc
single	escape-velocity	relation	only wordnet
single	escape-velocity	vector	only sumo
single	exoplanet	celestial-body	only wikidata
single	exoplanet	major-planet	only claude
single	exoplanet	place	only yago
single	falcon-9	spacecraft	only wikidata
single	field-glass	astronomical-telescope	only wordnet
single	field-glass	instrument	only wordnet
single	field-glass	magnifier	only wordnet
single	field-glass	optical-telescope	only wordnet
single	field-glass	physical-object	only wordnet
single	field-glass	telescope	only wordnet
single	field-glass	vehicle-body	only sumo
single	first-quarter	amount	only wordnet
single	first-quarter	appearance	only wordnet
single	first-quarter	attribute	only wordnet
single	first-quarter	lunar-phase	only wordnet
single	first-quarter	quantity	only sumo
single	first-quarter	time	only sumo
single	first-quarter	time-period	only wordnet
single	fixed-star	natural-object	only wordnet
single	fixed-star	physical-object	only wordnet
single	flare-star	natural-object	only wordnet
single	flare-star	physical-object	only wordnet
single	flare-star	place	only yago
single	full-moon	amount	only wordnet
single	full-moon	appearance	only wordnet
single	full-moon	attribute	only wordnet
single	full-moon	quantity	only sumo
single	full-moon	time	only sumo
single	full-moon	time-period	only wordnet
single	galaxy-cluster	place	only yago
single	galaxy-group	place	only yago
single	galilean-satellite	celestial-body	only wordnet
single	galilean-satellite	natural-object	only wordnet
single	galilean-satellite	physical-object	only wordnet
single	galilean-telescope	astronomical-telescope	only wordnet
single	galilean-telescope	instrument	only wordnet
single	galilean-telescope	magnifier	only wordnet
single	galilean-telescope	optical-telescope	only wordnet
single	galilean-telescope	physical-object	only wordnet
single	galilean-telescope	telescope	only wordnet
single	galilean-telescope	vehicle-body	only sumo
single	gas-giant	celestial-body	only wikidata
single	gas-giant	major-planet	only claude
single	gas-giant	place	only yago
single	geostationary-orbit	curve	only wikidata
single	geostationary-orbit	empty-space	only sumo
single	geostationary-orbit	physical-object	only wordnet
single	geostationary-orbit	route	only wordnet
single	geostationary-orbit	sky	only sumo
single	geosynchronous-orbit	curve	only wikidata
single	geosynchronous-orbit	physical-object	only wordnet
single	geosynchronous-orbit	route	only wordnet
single	giant-star	natural-object	only wordnet
single	giant-star	physical-object	only wordnet
single	globular-cluster	celestial-body	only wikidata
single	globular-cluster	place	only yago
single	gravitational-lens	place	only yago
single	half-moon	amount	only wordnet
single	half-moon	appearance	only wordnet
single	half-moon	attribute	only wordnet
single	half-moon	quantity	only sumo
single	half-moon	time	only sumo
single	half-moon	time-period	only wordnet
single	harvest-moon	amount	only wordnet
single	harvest-moon	appearance	only wordnet
single	harvest-moon	attribute	only wordnet
single	harvest-moon	lunar-phase	only wordnet
single	harvest-moon	quantity	only sumo
single	harvest-moon	time	only sumo
single	harvest-moon	time-period	only wordnet
single	heliocentric-orbit	curve	only wikidata
single	herschelian-telescope	astronomical-telescope	only wordnet
single	herschelian-telescope	instrument	only wordnet
single	herschelian-telescope	magnifier	only wordnet
single	herschelian-telescope	optical-telescope	only wordnet
single	herschelian-telescope	physical-object	only wordnet
single	herschelian-telescope	telescope	only wordnet
single	herschelian-telescope	vehicle-body	only sumo
single	host-star	celestial-body	only wordnet
single	host-star	natural-object	only wordnet
single	host-star	physical-object	only wordnet
single	hour-angle	attribute	only wordnet
single	hour-angle	empty-space	only wordnet
single	hour-angle	physical-object	only wordnet
single	hour-angle	place	only wordnet
single	hour-angle	quantity	only sumo
single	hour-angle	shape	only wordnet
single	ice-giant	celestial-body	only wikidata
single	ice-giant	major-planet	only claude
single	inferior-planet	celestial-body	only wordnet
single	inferior-planet	ground	only opencyc
single	inferior-planet	natural-object	only wordnet
single	inferior-planet	physical-object	only wordnet
single	inferior-planet	planet	only opencyc
single	inferior-planet	terrestrial-planet	only opencyc
single	inner-planet	celestial-body	only wikidata
single	inner-planet	planet	only wikidata
single	intergalactic-space	physical-object	only wordnet
single	international-space-station	artifact	only opencyc
single	international-space-station	device	only opencyc
single	interstellar-space	physical-object	only wordnet
single	irregular-galaxy	celestial-body	only wikidata
single	irregular-galaxy	place	only yago
single	jovian-planet	celestial-body	only wordnet
single	jovian-planet	natural-object	only wordnet
single	jovian-planet	physical-object	only wordnet
single	jovian-planet	planet	only opencyc
single	kuiper-belt-object	natural-object	only wordnet
single	kuiper-belt-object	physical-object	only wordnet
single	lander	craft-vehicle	only wordnet
single	lander	device	only sumo
single	lander	equipment	only wordnet
single	lander	physical-object	only wordnet
single	lander	satellite	only wordnet
single	lander	vehicle-body	only sumo
single	last-quarter	amount	only wordnet
single	last-quarter	appearance	only wordnet
single	last-quarter	attribute	only wordnet
single	last-quarter	lunar-phase	only wordnet
single	last-quarter	quantity	only sumo
single	last-quarter	time	only sumo
single	last-quarter	time-period	only wordnet
single	launch-pad	artifact	only opencyc
single	launch-pad	device	only opencyc
single	launch-pad	place	only yago
single	launch-vehicle	vehicle	only yago
single	lunar-eclipse	situation	only opencyc
single	lunar-excursion-module	craft-vehicle	only wordnet
single	lunar-excursion-module	device	only sumo
single	lunar-excursion-module	equipment	only wordnet
single	lunar-excursion-module	physical-object	only wordnet
single	lunar-excursion-module	satellite	only wordnet
single	lunar-excursion-module	vehicle-body	only sumo
single	lunar-phase	amount	only wordnet
single	lunar-phase	attribute	only wordnet
single	lunar-phase	quantity	only sumo
single	lunar-phase	time	only sumo
single	lunar-phase	time-period	only wordnet
single	magellanic-clouds	celestial-body	only wikidata
single	magellanic-clouds	galaxy	only wikidata
single	magnetar	celestial-body	only wikidata
single	magnetar	star	only wikidata
single	maksutov-telescope	astronomical-telescope	only wordnet
single	maksutov-telescope	instrument	only wordnet
single	maksutov-telescope	magnifier	only wordnet
single	maksutov-telescope	optical-telescope	only wordnet
single	maksutov-telescope	physical-object	only wordnet
single	maksutov-telescope	telescope	only wordnet
single	maksutov-telescope	vehicle-body	only sumo
single	meteor	celestial-body	only sumo
single	meteor	ending	only opencyc
single	meteor	event	only opencyc
single	meteor	image	only opencyc
single	meteor	light	only opencyc
single	meteor	process	only wordnet
single	meteor	signal	only opencyc
single	meteor	situation	only opencyc
single	meteor-shower	event	only opencyc
single	meteor-shower	situation	only opencyc
single	meteor-swarm	celestial-body	only sumo
single	meteor-swarm	natural-object	only wordnet
single	meteor-swarm	physical-object	only wordnet
single	meteorite	ground	only opencyc
single	meteorite	natural-object	only wordnet
single	meteorite	physical-object	only wordnet
single	meteorite	stone	only wikidata
single	meteoroid	ground	only opencyc
single	meteoroid	physical-object	only wordnet
single	micrometeorite	minor-planet	only wikidata
single	micrometeorite	natural-object	only wordnet
single	micrometeorite	physical-object	only wordnet
single	milky-way	celestial-body	only sumo
single	milky-way	collection	only wordnet
single	milky-way	group	only wordnet
single	minor-planet	natural-object	only wordnet
single	minor-planet	physical-object	only wordnet
single	minor-planet	place	only yago
single	multiple-star	natural-object	only wordnet
single	multiple-star	physical-object	only wordnet
single	multiple-star	place	only yago
single	nadir	physical-object	only wordnet
single	natural-satellite	natural-object	only wordnet
single	natural-satellite	physical-object	only wordnet
single	natural-satellite	place	only yago
single	navigation-satellite	artifact	only opencyc
single	navigation-satellite	celestial-body	only wikidata
single	navigation-satellite	device	only opencyc
single	nebula	place	only yago
single	neutron-star	natural-object	only wordnet
single	neutron-star	physical-object	only wordnet
single	neutron-star	place	only yago
single	new-moon	amount	only wordnet
single	new-moon	appearance	only wordnet
single	new-moon	attribute	only wordnet
single	new-moon	quantity	only sumo
single	new-moon	time	only sumo
single	new-moon	time-period	only wordnet
single	newtonian-telescope	astronomical-telescope	only wordnet
single	newtonian-telescope	instrument	only wordnet
single	newtonian-telescope	magnifier	only wordnet
single	newtonian-telescope	optical-telescope	only wordnet
single	newtonian-telescope	physical-object	only wordnet
single	newtonian-telescope	telescope	only wordnet
single	newtonian-telescope	vehicle-body	only sumo
single	nova	natural-object	only wordnet
single	nova	physical-object	only wordnet
single	nova	place	only yago
single	nova	star-system	only wikidata
single	observational-astronomy	research	only wikidata
single	observational-astronomy	science	only wikidata
single	observatory	development	only sumo
single	observatory	organization	only yago
single	observatory	physical-object	only wordnet
single	observatory	place	only yago
single	observatory	structure	only wordnet
single	observatory	vehicle-body	only sumo
single	open-cluster	celestial-body	only wikidata
single	open-cluster	place	only yago
single	optical-telescope	instrument	only wordnet
single	optical-telescope	magnifier	only wordnet
single	optical-telescope	physical-object	only wordnet
single	optical-telescope	vehicle-body	only sumo
single	orbital-mechanics	cognition	only wordnet
single	orbital-mechanics	natural-science	only wordnet
single	orbital-mechanics	physics	only wordnet
single	orbital-mechanics	research	only wikidata
single	orbital-node	physical-object	only wordnet
single	orbiter	celestial-body	only wikidata
single	orbiter	spacecraft	only wikidata
single	orbiter	vehicle	only yago
single	orion	celestial-body	only sumo
single	orion	natural-event	only wordnet
single	orion	process	only wordnet
single	outer-planet	natural-object	only wordnet
single	outer-planet	physical-object	only wordnet
single	pallasite	material	only sumo
single	pallasite	meteoroid	only wordnet
single	pallasite	mineral	only sumo
single	pallasite	natural-object	only wordnet
single	pallasite	physical-object	only wordnet
single	pallasite	substance	only sumo
single	periapsis	physical-object	only wordnet
single	perigee	apsis	only wikidata
single	perigee	physical-object	only wordnet
single	perihelion	physical-object	only wordnet
single	perijove	physical-object	only wordnet
single	periselene	physical-object	only wordnet
single	planetarium	container	only opencyc
single	planetarium	development	only sumo
single	planetarium	device	only opencyc
single	planetarium	organization	only yago
single	planetarium	physical-object	only wordnet
single	planetarium	place	only yago
single	planetarium	structure	only wordnet
single	planetarium	vehicle-body	only sumo
single	planetary-moon	celestial-body	only wordnet
single	planetary-moon	natural-object	only wordnet
single	planetary-moon	physical-object	only wordnet
single	planetary-nebula	place	only yago
single	planetary-nebula	process	only wordnet
single	planetary-system	system	only opencyc
single	planetesimal	natural-object	only wordnet
single	planetesimal	physical-object	only wordnet
single	polar-orbit	curve	only wikidata
single	primary-body	body-part	only sumo
single	primary-body	natural-object	only wordnet
single	protostar	celestial-body	only wikidata
single	pulsar	natural-object	only wordnet
single	pulsar	physical-object	only wordnet
single	pulsar	place	only yago
single	quasar	galaxy	only wikidata
single	quasar	natural-object	only wordnet
single	quasar	physical-object	only wordnet
single	quasar	place	only yago
single	radio-astronomy	cognition	only wordnet
single	radio-astronomy	natural-science	only wordnet
single	radio-astronomy	physics	only wordnet
single	radio-astronomy	research	only wikidata
single	radio-interferometer	astronomical-telescope	only wordnet
single	radio-interferometer	instrument	only wordnet
single	radio-interferometer	magnifier	only wordnet
single	radio-interferometer	physical-object	only wordnet
single	radio-interferometer	telescope	only wordnet
single	radio-interferometer	vehicle-body	only sumo
single	radio-telescope	antenna	only opencyc
single	radio-telescope	detector	only opencyc
single	radio-telescope	infrastructure	only wikidata
single	radio-telescope	instrument	only wordnet
single	radio-telescope	magnifier	only wordnet
single	radio-telescope	organization	only yago
single	radio-telescope	part	only opencyc
single	radio-telescope	physical-object	only wordnet
single	radio-telescope	place	only yago
single	radio-telescope	structure	only wikidata
single	radio-telescope	supply	only opencyc
single	radio-telescope	transducer	only opencyc
single	radio-telescope	vehicle-body	only sumo
single	reconnaissance-satellite	celestial-body	only wikidata
single	reconnaissance-satellite	device	only sumo
single	reconnaissance-satellite	equipment	only wordnet
single	reconnaissance-satellite	physical-object	only wordnet
single	reconnaissance-satellite	place	only yago
single	reconnaissance-satellite	spacecraft	only wikidata
single	reconnaissance-satellite	vehicle	only yago
single	reconnaissance-satellite	vehicle-body	only sumo
single	red-dwarf	natural-object	only wordnet
single	red-dwarf	physical-object	only wordnet
single	red-dwarf	place	only yago
single	red-giant	natural-object	only wordnet
single	red-giant	physical-object	only wordnet
single	reflecting-telescope	astronomical-telescope	only wordnet
single	reflecting-telescope	instrument	only wordnet
single	reflecting-telescope	magnifier	only wordnet
single	reflecting-telescope	physical-object	only wordnet
single	reflecting-telescope	vehicle-body	only sumo
single	refracting-telescope	astronomical-telescope	only wordnet
single	refracting-telescope	instrument	only wordnet
single	refracting-telescope	magnifier	only wordnet
single	refracting-telescope	physical-object	only wordnet
single	refracting-telescope	vehicle-body	only sumo
single	right-ascension	attribute	only wordnet
single	right-ascension	empty-space	only wordnet
single	right-ascension	physical-object	only wordnet
single	right-ascension	place	only wordnet
single	right-ascension	quantity	only sumo
single	right-ascension	shape	only wordnet
single	rocket-engine	artifact	only opencyc
single	rocket-engine	device	only opencyc
single	rocket-engine	part	only opencyc
single	rocket-launch	action	only opencyc
single	rocket-launch	situation	only opencyc
single	saturn	artifact	only opencyc
single	saturn	car	only opencyc
single	saturn	container	only opencyc
single	saturn	device	only opencyc
single	saturn	land-vehicle	only opencyc
single	saturn	motor-vehicle	only opencyc
single	saturn-v	artifact	only opencyc
single	saturn-v	device	only opencyc
single	saturn-v	projectile	only opencyc
single	saturn-v	rocket	only opencyc
single	schmidt-telescope	astronomical-telescope	only wordnet
single	schmidt-telescope	instrument	only wordnet
single	schmidt-telescope	magnifier	only wordnet
single	schmidt-telescope	optical-telescope	only wordnet
single	schmidt-telescope	physical-object	only wordnet
single	schmidt-telescope	telescope	only wordnet
single	schmidt-telescope	vehicle-body	only sumo
single	selenology	cognition	only wordnet
single	selenology	natural-science	only wordnet
single	selenology	physics	only wordnet
single	selenology	science	only wordnet
single	sidereal-day	amount	only wordnet
single	sidereal-day	attribute	only wordnet
single	sidereal-day	time	only wordnet
single	sidereal-day	time-unit	only wordnet
single	sidereal-hour	amount	only wordnet
single	sidereal-hour	attribute	only wordnet
single	sidereal-hour	hour	only wordnet
single	sidereal-hour	time	only wordnet
single	sidereal-hour	time-unit	only wordnet
single	sidereal-month	amount	only wordnet
single	sidereal-month	attribute	only wordnet
single	sidereal-month	time-unit	only wordnet
single	sidereal-time	quantity	only sumo
single	sidereal-year	amount	only wordnet
single	sidereal-year	attribute	only wordnet
single	sidereal-year	time	only wordnet
single	sidereal-year	time-period	only wordnet
single	siderite	mineral	only opencyc
single	siderite	natural-object	only wordnet
single	siderite	physical-object	only wordnet
single	siderite	stone	only wikidata
single	solar-antapex	physical-object	only wordnet
single	solar-apex	physical-object	only wordnet
single	solar-eclipse	situation	only opencyc
single	solar-physics	cognition	only wordnet
single	solar-physics	natural-science	only wordnet
single	solar-physics	science	only wordnet
single	solar-radiation	event	only opencyc
single	solar-radiation	situation	only opencyc
single	solar-system	group	only wordnet
single	solar-system	system	only wordnet
single	solar-telescope	magnifier	only wordnet
single	solar-telescope	physical-object	only wordnet
single	solar-telescope	vehicle-body	only sumo
single	solstice	day	only sumo
single	solstice	event	only opencyc
single	solstice	quantity	only sumo
single	solstice	situation	only opencyc
single	soyuz-spacecraft	spacecraft	only wikidata
single	space-capsule	craft-vehicle	only wordnet
single	space-capsule	device	only sumo
single	space-capsule	equipment	only wordnet
single	space-capsule	physical-object	only wordnet
single	space-capsule	satellite	only wordnet
single	space-capsule	vehicle-body	only sumo
single	space-debris	celestial-body	only wikidata
single	space-debris	spacecraft	only wikidata
single	space-probe	instrument	only wordnet
single	space-probe	pellet	only sumo
single	space-probe	physical-object	only wordnet
single	space-probe	spacecraft	only opencyc
single	space-probe	vehicle-body	only sumo
single	space-program	cognition	only wordnet
single	space-program	measure	only sumo
single	space-program	plan	only sumo
single	space-program	routine	only sumo
single	space-shuttle	aircraft	only opencyc
single	space-shuttle	container	only opencyc
single	space-shuttle	craft-vehicle	only wordnet
single	space-shuttle	equipment	only wordnet
single	space-shuttle	physical-object	only wordnet
single	space-shuttle	projectile	only opencyc
single	space-shuttle	rocket	only opencyc
single	space-shuttle	satellite	only wordnet
single	space-shuttle	vehicle-body	only sumo
single	space-station	celestial-body	only wikidata
single	space-station	container	only opencyc
single	space-station	equipment	only wordnet
single	space-station	physical-object	only wordnet
single	space-station	projectile	only opencyc
single	space-station	rocket	only opencyc
single	space-station	vehicle	only yago
single	space-station	vehicle-body	only sumo
single	space-suit	commodity	only wordnet
single	space-suit	fashion	only sumo
single	space-suit	physical-object	only wordnet
single	space-suit	vehicle-body	only sumo
single	space-telescope	celestial-body	only wikidata
single	space-telescope	organization	only yago
single	space-telescope	place	only yago
single	space-telescope	spacecraft	only wikidata
single	space-telescope	vehicle	only yago
single	space-weather	astronomy	only wikidata
single	space-weather	research	only wikidata
single	space-weather	science	only wikidata
single	spaceflight	act	only wordnet
single	spaceflight	journey	only wordnet
single	spaceflight	transport	only sumo
single	spaceflight	visit	only sumo
single	spaceport	place	only yago
single	spectrograph	optical-instrument	only wordnet
single	spectrograph	physical-object	only wordnet
single	spectrograph	vehicle-body	only sumo
single	spectroscopy	action	only opencyc
single	spectroscopy	event	only opencyc
single	spectroscopy	situation	only opencyc
single	spectroscopy	thinking	only opencyc
single	spiral-galaxy	celestial-body	only wikidata
single	spiral-galaxy	group	only wordnet
single	spiral-galaxy	place	only yago
single	star-catalogue	collection	only yago
single	star-catalogue	dataset	only yago
single	star-catalogue	information	only yago
single	star-cluster	place	only yago
single	star-system	place	only yago
single	summer-solstice	attribute	only wordnet
single	summer-solstice	day	only sumo
single	summer-solstice	quantity	only sumo
single	sunlight	solar-radiation	only opencyc
single	supergiant-star	natural-object	only wordnet
single	supergiant-star	physical-object	only wordnet
single	supergiant-star	place	only yago
single	superior-planet	celestial-body	only wordnet
single	superior-planet	natural-object	only wordnet
single	superior-planet	physical-object	only wordnet
single	supermassive-black-hole	celestial-body	only wikidata
single	supermassive-black-hole	star	only wikidata
single	supernova	ending	only opencyc
single	supernova	event	only opencyc
single	supernova	explosion	only opencyc
single	supernova	natural-object	only wordnet
single	supernova	physical-object	only wordnet
single	supernova	place	only yago
single	supernova	situation	only opencyc
single	supernova-remnant	celestial-body	only wikidata
single	supernova-remnant	place	only yago
single	terrestrial-planet	ground	only opencyc
single	terrestrial-planet	major-planet	only wordnet
single	terrestrial-planet	natural-object	only wordnet
single	terrestrial-planet	physical-object	only wordnet
single	terrestrial-planet	place	only yago
single	total-eclipse	situation	only opencyc
single	trans-neptunian-object	celestial-body	only wikidata
single	trans-neptunian-object	place	only yago
single	transit-instrument	magnifier	only wordnet
single	transit-instrument	physical-object	only wordnet
single	transit-instrument	vehicle-body	only sumo
single	trapezium-cluster	natural-object	only wordnet
single	trapezium-cluster	physical-object	only wordnet
single	trapezium-cluster	star	only wordnet
single	variable-star	natural-object	only wordnet
single	variable-star	physical-object	only wordnet
single	variable-star	place	only yago
single	vernal-equinoctial-point	physical-object	only wordnet
single	vernal-equinox	attribute	only wordnet
single	vernal-equinox	day	only sumo
single	vernal-equinox	quantity	only sumo
single	weather-satellite	celestial-body	only wikidata
single	weather-satellite	device	only sumo
single	weather-satellite	equipment	only wordnet
single	weather-satellite	physical-object	only wordnet
single	weather-satellite	place	only yago
single	weather-satellite	spacecraft	only wikidata
single	weather-satellite	vehicle	only yago
single	weather-satellite	vehicle-body	only sumo
single	white-dwarf	natural-object	only wordnet
single	white-dwarf	physical-object	only wordnet
single	white-dwarf	place	only yago
single	winter-solstice	attribute	only wordnet
single	winter-solstice	day	only sumo
single	winter-solstice	quantity	only sumo
single	zenith	physical-object	only wordnet
single	zodiac	physical-object	only wordnet
unplaced	phenomenon		no accepted parent reaches a root
unplaced	signified		no accepted parent reaches a root
unplaced	universe		no accepted parent reaches a root
